ï»¿Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Urban population,SP.URB.TOTL,Hungary,HUN,6830026,6816672,6800940,6780138,6757831,6735415,6710863,6684288,6655715,6623887,6593735,6588305,6611324,6633742,6660205,6693171,6734020,6774378,6812918,6852085,6885916,6915193,6927587,6958358
Urban population,SP.URB.TOTL,Iceland,ISL,231255,234420,237854,240747,243303,245081,246857,249329,252455,255931,259836,263687,266425,268644,271378,276072,283000,290623,296449,297832,297763,299025,300960,303435
Urban population,SP.URB.TOTL,India,IND,221975507,228482971,234830305,241247274,247742089,254310865,260968986,267701564,274510162,281397289,288362561,295791458,304104764,312516754,321004264,329520416,338059228,346639025,355288370,364027531,372899704,381928850,391176380,400609542
Urban population,SP.URB.TOTL,Indonesia,IDN,54633190,57468112,60473357,63565558,66751958,70028046,73389398,76831374,80370196,84009831,87758432,90685164,93683579,96754126,99903085,103119791,106413354,109776756,113202851,116663062,120155328,123636687,127105435,130559790
Urban population,SP.URB.TOTL,"Iran, Islamic Rep.",IRN,31748640,32681619,33615998,34515928,35427953,36423717,37532395,38684432,39876941,41067266,42210756,43295660,44339692,45356387,46368386,47393548,48433711,49450701,50468799,51513162,52589754,53702091,54849058,56009792
Urban population,SP.URB.TOTL,Iraq,IRQ,12210763,12520818,12859966,13224592,13608187,14005766,14416265,14839505,15310144,15804221,16302840,16806295,17314461,17823295,18327920,18826099,19313430,19794534,20285098,20806575,21374569,21945539,22535976,23145612
Urban population,SP.URB.TOTL,Ireland,IRL,1999662,2016140,2037735,2055778,2071725,2090241,2114994,2145532,2177311,2211419,2250608,2296355,2345367,2394915,2450379,2515791,2596624,2684454,2752001,2792385,2820000,2842693,2861582,2879725
Urban population,SP.URB.TOTL,Isle of Man,IMY,36384,36720,36904,37004,37135,37377,37755,38236,38777,39315,39803,40231,40619,40977,41332,41703,42092,42493,42897,43292,43671,44030,44383,44734
Urban population,SP.URB.TOTL,Israel,ISR,4210729,4477014,4639645,4769938,4900510,5038520,5176476,5311285,5438029,5582264,5735757,5876682,6000381,6113918,6227239,6342289,6459778,6579915,6702316,6869011,7000294,7135683,7273626,7415615
Urban population,SP.URB.TOTL,Italy,ITA,37846480,37861339,37907512,37964793,38006634,38041344,38086153,38140443,38185563,38226137,38277624,38333314,38447500,38686985,39006818,39267369,39454178,39722857,40056298,40308358,40502481,40641670,40820430,41095585
Urban population,SP.URB.TOTL,Jamaica,JAM,1181712,1194744,1209002,1223832,1239226,1255252,1276421,1294783,1312523,1327664,1341666,1356270,1366496,1376311,1386219,1396112,1406059,1416014,1426038,1436070,1446130,1456023,1465654,1475222
Urban population,SP.URB.TOTL,Japan,JPN,95542280,96005316,96414127,96821759,97320876,97862490,98275933,98693948,99102912,99449380,99781986,101706485,104055019,106256267,108136910,109856670,111220541,112454870,113540385,114474338,115370704,116630709,117231560,117776764
Urban population,SP.URB.TOTL,Jordan,JOR,2323325,2639430,2821625,2995121,3157021,3287412,3402045,3520425,3642617,3722565,3828390,3937878,4048738,4164146,4280086,4392487,4508629,4625263,4742437,4863313,4986318,5113170,5242045,5374598
Urban population,SP.URB.TOTL,Kazakhstan,KAZ,9198366,9241068,9219538,9143728,8997216,8844256,8714741,8581354,8437818,8349469,8294496,8250388,8220862,8218447,8245281,8288303,8345355,8410084,8481358,8675253,8769912,8871192,8976360,9091385
Urban population,SP.URB.TOTL,Kenya,KEN,3926810,4130721,4341906,4559315,4781454,5007363,5236719,5469770,5709366,5958566,6223222,6502052,6795138,7102422,7423255,7756554,8103190,8464067,8840307,9232568,9642706,10072825,10522513,10990845
Urban population,SP.URB.TOTL,Kiribati,KIR,24855,25517,26109,26662,27217,27808,28978,30508,32118,33804,35564,36631,37316,38017,38716,39400,40065,40726,41391,42075,42785,43526,44293,45091
Urban population,SP.URB.TOTL,"Korea, Dem. Rep.",PRK,11790276,12004834,12227583,12451251,12659244,12844487,13011102,13161235,13299781,13434258,13569834,13708778,13848869,13986967,14119047,14241564,14354145,14458031,14556034,14651878,14751763,14856609,14965880,15078943
Urban population,SP.URB.TOTL,"Korea, Rep.",KOR,31656393,32459655,33169705,33872973,34575766,35280305,35810625,36259672,36633453,37006183,37428328,37857475,38240134,38599492,38912887,39157919,39436680,39670749,40007239,40248121,40484877,40837559,41074148,41305176
Urban population,SP.URB.TOTL,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban population,SP.URB.TOTL,Kuwait,KWT,2018043,1959418,..,..,..,1555083,1554443,1604441,1689228,1783837,1870260,1943527,2010176,2077349,2156315,2254682,2373979,2509366,2654446,2800168,2939616,3070929,3195043,3311643
Urban population,SP.URB.TOTL,Kyrgyz Republic,KGZ,1658864,1673404,1679864,1667475,1654017,1657660,1669279,1680607,1693186,1708661,1729037,1745422,1761468,1779932,1801551,1821882,1841521,1859060,1876703,1899444,1923272,1948970,1985117,2029450
Urban population,SP.URB.TOTL,Lao PDR,LAO,655227,689664,725634,762804,800757,846564,909255,974494,1042208,1112134,1184183,1257756,1333299,1411847,1495561,1585826,1682522,1785222,1893245,2004810,2118452,2233680,2350496,2468852
Urban population,SP.URB.TOTL,Latvia,LVA,1844232,1834229,1800024,1763518,1736816,1708476,1686883,1668936,1649682,1630787,1611520,1588107,1567452,1551233,1536660,1522383,1507751,1494021,1476965,1451281,1419877,1392775,1374142,1358552
Urban population,SP.URB.TOTL,Lebanon,LBN,2246749,2297544,2365233,2441278,2513309,2572935,2614697,2643006,2670890,2711137,2782427,2891397,3031540,3186336,3332038,3451987,3537329,3594268,3639469,3697457,3784694,3826351,3868503,3911111
Urban population,SP.URB.TOTL,Lesotho,LSO,223128,236485,250814,265924,281522,297361,312623,325185,337690,350225,362855,375554,388354,401340,414698,428481,442802,455561,468871,482723,497268,512514,528478,544983
Urban population,SP.URB.TOTL,Liberia,LBR,1165456,1198315,1116155,1043482,988999,955932,944263,1024265,1116502,1206043,1282038,1339641,1382325,1417178,1455573,1505769,1570408,1646391,1729408,1812929,1891959,1965108,2034079,2100705
Urban population,SP.URB.TOTL,Libya,LBY,3225657,3303510,3381511,3458900,3534614,3607906,3678711,3747921,3816089,3883824,3951810,4019785,4087747,4156703,4227944,4302132,4380519,4462342,4544181,4621099,4690052,4749048,4799867,4847729
Urban population,SP.URB.TOTL,Liechtenstein,LIE,4866,4897,4939,4984,5032,5080,5097,5079,5060,5037,5007,5009,5041,5070,5096,5120,5144,5165,5186,5205,5224,5244,5266,5291
Urban population,SP.URB.TOTL,Lithuania,LTU,2499110,2501142,2496245,2482228,2462904,2441841,2421184,2401277,2381814,2362861,2344199,2322637,2300933,2279211,2250685,2213967,2181225,2157761,2137953,2114156,2067653,2018905,1989976,1967417
Urban population,SP.URB.TOTL,Luxembourg,LUX,309096,313973,319732,325361,332341,338722,343082,347217,352047,359223,367434,374603,380583,387241,394773,402818,411237,419557,429035,438935,448892,460842,473853,486535
Urban population,SP.URB.TOTL,"Macao SAR, China",MAC,358882,368764,377191,384529,391356,398100,405150,412031,418810,425448,431907,438080,444150,450711,458542,468149,479808,493206,507528,521617,534626,546278,556783,566375
Urban population,SP.URB.TOTL,"Macedonia, FYR",MKD,1161391,1167483,1171214,1173368,1177255,1172084,1172878,1178521,1187034,1195404,1201480,1204758,1205873,1205258,1203694,1202340,1201193,1200021,1199006,1198305,1198095,1198418,1199314,1200680
Urban population,SP.URB.TOTL,Madagascar,MDG,2720879,2869743,3026853,3192702,3329832,3470214,3617540,3771599,3932135,4098524,4270150,4447139,4629688,4817640,5011223,5270194,5539588,5819636,6111545,6414743,6730484,7059094,7400688,7755936
Urban population,SP.URB.TOTL,Malawi,MWI,1092087,1147796,1192408,1230764,1271564,1321534,1383795,1456804,1539114,1599265,1654071,1708373,1763493,1820512,1880839,1945691,2015293,2089291,2166822,2248229,2333128,2421113,2512906,2608848
Urban population,SP.URB.TOTL,Malaysia,MYS,9068034,9462751,9950937,10463222,10992765,11541546,12111513,12699064,13300365,13907517,14515479,15054555,15589673,16124166,16663342,17210198,17766316,18329927,18900050,19474070,20050960,20630246,21206549,21777781
Urban population,SP.URB.TOTL,Maldives,MDV,55778,57213,58590,59919,61225,62804,65191,67622,70091,72572,75567,80178,84942,89879,95035,100432,106092,111900,117857,123967,130225,136633,143171,149795
Urban population,SP.URB.TOTL,Mali,MLI,1857379,1931069,2012939,2101742,2195905,2293865,2395455,2501253,2617288,2758327,2909489,3071125,3243686,3427293,3622329,3828367,4046723,4277338,4519969,4772872,5034387,5303773,5581824,5870172
Urban population,SP.URB.TOTL,Malta,MLT,320102,323732,327341,330870,334219,336894,339820,343311,346533,349334,352257,364105,367875,371319,374812,378170,380483,382695,386024,389733,392394,394759,398444,402706
Urban population,SP.URB.TOTL,Marshall Islands,MHL,30771,31703,32458,33066,33581,34044,34466,34836,35157,35431,35656,35837,35984,36114,36244,36389,36561,36761,36978,37195,37404,37596,37782,37980
Urban population,SP.URB.TOTL,Mauritania,MRT,836485,876344,918192,962079,1008146,1056404,1106928,1159754,1215043,1272929,1333574,1396902,1462656,1530581,1600279,1671463,1744026,1817934,1892967,1969003,2045891,2123461,2201762,2280870
Urban population,SP.URB.TOTL,Mauritius,MUS,464802,468530,473391,477687,483053,485844,489444,494198,498006,502932,506439,509469,511308,514070,515925,517454,518767,519324,520048,520047,519786,519205,518584,518249
Urban population,SP.URB.TOTL,Mexico,MEX,61475335,63119150,64813294,66538845,68271320,69987677,71608369,73166465,74689624,76165635,77616437,79052311,80432287,81779178,83126697,84497242,85900447,87330543,88786367,90259067,91745094,93242608,94752881,96264588
Urban population,SP.URB.TOTL,"Micronesia, Fed. Sts.",FSM,24871,25443,26049,26629,27102,26962,26515,25921,25234,24525,23989,23931,23889,23852,23798,23714,23593,23454,23315,23193,23105,23067,23075,23135
Urban population,SP.URB.TOTL,Moldova,MDA,1728324,1729553,1727467,1722121,1713536,1701350,1694500,1684626,1680330,1674046,1667042,1659723,1652297,1644074,1636443,1628907,1620837,1613544,1606941,1602240,1598860,1596974,1596693,1597244
Urban population,SP.URB.TOTL,Monaco,MCO,29438,29626,29864,30138,30423,30700,30971,31242,31517,31795,32081,32366,32653,32968,33346,33808,34369,35013,35686,36314,36845,37261,37579,37831
Urban population,SP.URB.TOTL,Mongolia,MNG,1245691,1263936,1277508,1287684,1296498,1305415,1314901,1324682,1334905,1345474,1369748,1408780,1448934,1490488,1533770,1578912,1626176,1675480,1726639,1779166,1832916,1887680,1942773,1997742
Urban population,SP.URB.TOTL,Montenegro,MNE,295236,302934,309659,315949,322022,328018,333967,339810,345677,351646,357819,364218,370873,377688,381218,383040,384794,386496,388134,389719,391244,392706,394119,395467
Urban population,SP.URB.TOTL,Morocco,MAR,11940467,12342151,12744942,13148114,13552810,13870562,14169310,14465520,14756996,15040314,15312544,15573333,15825248,16070737,16314414,16606953,16911832,17220489,17540736,17882375,18252579,18655699,19088935,19540825
Urban population,SP.URB.TOTL,Mozambique,MOZ,3391990,3541048,3728249,3943575,4169963,4394133,4611900,4826589,4986949,5147211,5317839,5499895,5691061,5889897,6094449,6302903,6515484,6732125,6953496,7182347,7419067,7664224,7918151,8181291
Urban population,SP.URB.TOTL,Myanmar,MMR,10349622,10577517,10810446,11051063,11303794,11570447,11853474,12152357,12459673,12766909,13066805,13356918,13639965,13921760,14211929,14517369,14839951,15180069,15537967,15916219,16309003,16718216,17142762,17579204
Urban population,SP.URB.TOTL,Namibia,NAM,391456,409335,428919,449489,470765,493171,516981,541859,567075,591521,614424,635353,661241,687668,714504,742540,772107,803109,835810,870282,906799,945526,986587,1029098
Urban population,SP.URB.TOTL,Nepal,NPL,1603566,1704675,1826027,1956128,2095230,2242971,2400173,2566288,2741105,2923854,3113867,3303910,3437791,3571898,3706137,3840093,3973277,4105812,4239280,4375403,4516037,4661662,4812961,4969351
Urban population,SP.URB.TOTL,Netherlands,NLD,10269295,10447740,10662777,10871452,11069798,11255548,11436659,11622597,11819675,12021931,12229998,12488742,12775902,13035570,13271929,13485107,13671225,13848922,14044865,14256137,14465528,14662695,14840708,15001299
Urban population,SP.URB.TOTL,New Caledonia,NCL,100022,102694,105608,108780,112227,115974,118594,122189,125034,128430,131733,135113,138566,142098,145716,149929,154135,158302,160954,163615,168183,172469,176753,181032
Urban population,SP.URB.TOTL,New Zealand,NZL,2821739,2968493,3003146,3041157,3085471,3134622,3187912,3232444,3263694,3283344,3305162,3328072,3391762,3463392,3516313,3557304,3602020,3640735,3676804,3717975,3763515,3796534,3821246,3854858
Urban population,SP.URB.TOTL,Nicaragua,NIC,2165594,2227768,2293483,2361189,2428720,2494394,2557878,2619383,2678792,2736287,2792091,2845934,2898054,2949029,2999899,3051268,3103959,3157951,3213803,3272204,3333506,3398057,3465678,3535555
Urban population,SP.URB.TOTL,Niger,NER,1191620,1236547,1284287,1335094,1388930,1445923,1506162,1569734,1636572,1706315,1778811,1854200,1933901,2018363,2108406,2204331,2306809,2416095,2532707,2657510,2790783,2933426,3085866,3248857
Urban population,SP.URB.TOTL,Nigeria,NGA,28379229,29598242,30858682,32162596,33514119,34918216,36379142,37894758,39469617,41107131,42810252,44944721,47177332,49515433,51968033,54541791,57244274,60080406,63056794,66173669,69440943,72839265,76370270,80026257
Urban population,SP.URB.TOTL,Northern Mariana Islands,MNP,39457,41906,44319,46714,49112,51511,54015,56509,58779,60569,61670,61972,61643,60756,59438,57805,55847,53615,51384,49495,48191,47595,47633,48100
Urban population,SP.URB.TOTL,Norway,NOR,3051994,3079741,3114713,3150384,3185372,3215508,3243897,3273428,3295901,3350272,3416773,3455773,3494337,3525438,3548398,3582588,3630155,3684159,3744286,3805760,3867496,3932009,3998046,4064251
Urban population,SP.URB.TOTL,Oman,OMN,1196514,1277979,1365041,1452077,1512076,1544180,1559081,1559881,1554728,1555119,1569175,1602000,1651182,1708437,1769818,1826163,1864238,1889452,1921282,1987404,2106588,2289482,2525401,2786048
Urban population,SP.URB.TOTL,Pakistan,PAK,33967147,35212285,36450631,37700292,38988274,40332894,41746461,43216117,44714266,46214400,47687504,49117819,50521618,51921864,53359667,54863472,56445753,58099478,59815615,61575729,63369183,65193882,67056046,68959186
Urban population,SP.URB.TOTL,Palau,PLW,10501,10824,11179,11557,11943,12325,12591,12819,13023,13190,13415,13898,14336,14732,15106,15468,15814,16143,16459,16764,17063,17357,17649,17943
Urban population,SP.URB.TOTL,Panama,PAN,1340447,1390357,1441450,1493782,1547599,1602950,1659951,1718427,1778397,1839649,1900032,1947569,1995717,2044397,2093555,2143053,2192874,2243024,2293416,2344081,2395013,2446331,2498023,2550120
Urban population,SP.URB.TOTL,Papua New Guinea,PNG,623436,631428,639154,647171,655447,664050,672950,682196,691611,700976,710273,727511,745118,762902,780854,799119,817637,836361,855217,874109,892966,911687,930421,950080
Urban population,SP.URB.TOTL,Paraguay,PRY,2069372,2155717,2243783,2329362,2415660,2503244,2592101,2682062,2773361,2866089,2960348,3056091,3153396,3232859,3309266,3386041,3463191,3540782,3619003,3697985,3778097,3859328,3941531,4025190
Urban population,SP.URB.TOTL,Peru,PER,15001150,15393858,15786100,16177757,16580445,16985145,17391709,17798620,18203355,18601875,18990978,19369970,19740038,20101680,20455326,20801887,21141025,21473785,21807576,22149788,22507506,22883127,23275331,23678998
Urban population,SP.URB.TOTL,Philippines,PHL,30100867,30805121,31503807,32200921,32902565,33612998,34332389,35058573,35790543,36526652,37237944,37812342,38383365,38942325,39480909,39995260,40479554,40938744,41383723,41830365,42288228,42790206,43334301,43916004
Urban population,SP.URB.TOTL,Poland,POL,23350476,23450653,23539562,23616843,23684074,23733222,23768665,23801620,23827143,23842562,23611695,23622394,23621395,23563051,23506503,23453429,23396235,23340838,23300939,23274004,23250808,23421061,23386651,23356170
Urban population,SP.URB.TOTL,Portugal,PRT,4783459,4827626,4889660,4961312,5040624,5124278,5210104,5299934,5393642,5491367,5597602,5704057,5800192,5886957,5966051,6041725,6117343,6193886,6267228,6337144,6403809,6457743,6493757,6520434
Urban population,SP.URB.TOTL,Puerto Rico,PRI,3287359,3316538,3343786,3377742,3414883,3452136,3496557,3534616,3560323,3583400,3596716,3602364,3604909,3605100,3603694,3596360,3579032,3555977,3533033,3511647,3491423,3456943,3422301,3386468
Urban population,SP.URB.TOTL,Qatar,QAT,442141,452582,459069,463475,468440,476086,488677,506506,527736,549870,571792,590431,608913,639559,699528,800211,945870,1129675,1335479,1540152,1726179,1888200,2028902,2148309
Urban population,SP.URB.TOTL,Romania,ROM,12347321,12404523,12360656,12309016,12256584,12197105,12127405,12058033,11998890,11945687,11895672,11697189,11469356,11415407,11378651,11336529,11297334,11159030,11001524,10936933,10898688,10871606,10859702,10827248
Urban population,SP.URB.TOTL,Russian Federation,RUS,108837430,109073667,109115423,108985461,108843023,108694015,108700640,108515155,108329808,107987928,107528804,107067904,106643705,106146861,105590657,105135753,104739535,104529775,104477078,104504805,104919620,105404657,105645319,105976082
Urban population,SP.URB.TOTL,Rwanda,RWA,390748,382924,411556,443626,486347,557152,674430,806628,949550,1104448,1253124,1386621,1507837,1606023,1705212,1818188,1948420,2093349,2252425,2420560,2595614,2777386,2966883,3164234
Urban population,SP.URB.TOTL,Samoa,WSM,34527,34783,35196,35693,36181,36628,37023,37374,37703,38029,38375,38744,38746,38552,38364,38177,37991,37815,37650,37495,37351,37218,37096,37008
Urban population,SP.URB.TOTL,San Marino,SMR,21818,22095,22388,22794,23182,23539,23854,24135,24420,24763,25200,25750,26359,26971,27534,27994,28332,28568,28733,28878,29036,29217,29411,29606
Urban population,SP.URB.TOTL,Sao Tome and Principe,STP,51241,53821,56257,58690,61086,63404,65622,67752,69872,72088,74488,77097,79918,82943,86197,89692,93453,97470,101682,105997,110336,114669,119000,123326
Urban population,SP.URB.TOTL,Saudi Arabia,SAU,12411101,12927049,13439895,13884345,14271734,14606929,14873233,15086091,15307396,15621210,16085047,16729362,17526522,18402984,19251133,19993769,20603027,21102315,21527868,21937388,22374774,22847347,23340309,23846953
Urban population,SP.URB.TOTL,Senegal,SEN,2922989,3025756,3131501,3238827,3345893,3451507,3555109,3657372,3760276,3866663,3978694,4097231,4222101,4352881,4490451,4634451,4785022,4942707,5108471,5283572,5469023,5665163,5872129,6088476
Urban population,SP.URB.TOTL,Serbia,SRB,3822813,3856152,3902505,3950206,3989140,4012200,4017405,4007030,3984493,3990305,3997794,4011035,4029317,4038921,4049434,4057154,4061021,4064297,4050707,4038084,4025456,3997418,3981594,3966908
Urban population,SP.URB.TOTL,Seychelles,SYC,34481,34870,35343,35901,36549,37291,37913,38443,39297,40183,40663,40828,42230,41931,41944,42325,43385,43811,45021,45431,46967,46004,46726,47468
Urban population,SP.URB.TOTL,Sierra Leone,SLE,1344271,1357233,1359499,1355291,1351112,1352063,1358845,1371178,1392359,1426132,1474830,1540727,1622394,1713184,1803515,1886169,1959006,2023640,2082574,2140095,2199613,2261557,2324828,2389677
Urban population,SP.URB.TOTL,Singapore,SGP,3047100,3135100,3230700,3313500,3419000,3524500,3670700,3796000,3927200,3958700,4027900,4138000,4176000,4114800,4166700,4265800,4401400,4588600,4839400,4987600,5076700,5183700,5312400,5399200
Urban population,SP.URB.TOTL,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,31240,31084,30519,31189,32566,33791,35318,36936,38272,39464,40459,39133,37850,38486,39088,39689
Urban population,SP.URB.TOTL,Slovak Republic,SVK,2993564,3011210,3008952,3017265,3025916,3031513,3034659,3037037,3037825,3037635,3030239,3020933,3011770,3001728,2993058,2985293,2977317,2970070,2964549,2960369,2948302,2937261,2928907,2920634
Urban population,SP.URB.TOTL,Slovenia,SVN,1006674,1009852,1008910,1007047,1006439,1007194,1007101,1006304,1004646,1005900,1009419,1011568,1012762,1011537,1010348,1010259,1011642,1015458,1015186,1022547,1025111,1025354,1025617,1025379
Urban population,SP.URB.TOTL,Solomon Islands,SLB,42652,44490,46412,48418,50509,52678,54932,57268,59687,62189,65203,68616,72177,75881,79721,83687,87779,92002,96368,100876,105542,110322,115218,120221
Urban population,SP.URB.TOTL,Somalia,SOM,1874865,1896302,1910801,1925348,1950669,1994369,2059997,2145251,2244877,2350463,2455429,2558007,2660032,2762640,2867688,2976637,3089423,3205590,3326506,3454312,3590342,3735478,3889749,4052555
Urban population,SP.URB.TOTL,South Africa,ZAF,18317024,18884286,19460034,20056350,20674472,21314923,21986936,22693093,23434493,24213567,25032040,25763818,26522342,27124346,27738185,28362686,28999020,29647436,30308690,30981060,31666285,32364135,33075403,33796152
Urban population,SP.URB.TOTL,South Sudan,SSD,765257,801990,833426,855590,852228,862581,889612,931793,984787,1041874,1098008,1151675,1204583,1258363,1315909,1379070,1448113,1521939,1600733,1685046,1774953,1870884,1972430,2077366
Urban population,SP.URB.TOTL,Spain,ESP,29274191,29409885,29539122,29663241,29775368,29877416,29978945,30090155,30227763,30416230,30705534,31114354,31708814,32390830,33059302,33727737,34408810,35159317,35833174,36260460,36535850,36773882,36895573,36911638
Urban population,SP.URB.TOTL,Sri Lanka,LKA,3159005,3203547,3230955,3269627,3312698,3355885,3390693,3431366,3468841,3516785,3522982,3464475,3484870,3528982,3574874,3610960,3647915,3678559,3708809,3749098,3783836,3820905,3719414,3748389
Urban population,SP.URB.TOTL,St. Kitts and Nevis,KNA,14132,14137,14179,14263,14363,14460,14547,14631,14716,14814,14928,15063,15219,15391,15570,15748,15924,16099,16276,16459,16651,16853,17063,17283
Urban population,SP.URB.TOTL,St. Lucia,LCA,40554,41448,41685,41881,42075,42296,42551,42831,43116,43375,43591,43586,42184,40791,39448,38184,36999,35874,34773,33661,32730,33075,33371,33646
Urban population,SP.URB.TOTL,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban population,SP.URB.TOTL,St. Vincent and the Grenadines,VCT,44518,45226,45691,46117,46518,46903,47274,47628,47984,48355,48754,49187,49652,50137,50626,51104,51571,52029,52473,52907,53330,53738,54134,54520
Urban population,SP.URB.TOTL,Sudan,SDN,5724519,6218902,6771677,7307444,7621020,7906420,8155914,8376481,8580517,8787067,9010798,9254962,9515067,9787703,10066748,10347531,10630603,10917510,11205649,11498063,11793682,12090695,12391631,12702857
Urban population,SP.URB.TOTL,Suriname,SUR,267268,271595,275731,279750,283787,287943,292207,296527,300935,305449,310073,314833,319703,324565,329276,333092,336530,339678,342614,345457,348279,351104,353909,356677
Urban population,SP.URB.TOTL,Swaziland,SWZ,197634,203490,208501,212957,217360,222051,227185,232370,236075,239157,241314,242412,242680,242565,242664,243441,245009,247232,250056,253209,256431,259705,263111,266609
Urban population,SP.URB.TOTL,Sweden,SWE,7112392,7170001,7225787,7281393,7346937,7399093,7418835,7425561,7432163,7440437,7454878,7478923,7508835,7542470,7577769,7613645,7666670,7738188,7813274,7894625,7976659,8051674,8126023,8202975
Urban population,SP.URB.TOTL,Switzerland,CHE,4914685,5017092,5069206,5112044,5149461,5180397,5199719,5208645,5220447,5241761,5267636,5301074,5344095,5386680,5426645,5464346,5501590,5553847,5627771,5701396,5764063,5831516,5896805,5963083
Urban population,SP.URB.TOTL,Syrian Arab Republic,SYR,6092663,6298785,6507863,6721017,6939911,7184032,7442903,7711829,7984285,8250293,8504351,8736953,8953135,9176669,9441995,9770955,10183613,10666678,11171612,11628342,11988732,12313033,12646395,12988837
Urban population,SP.URB.TOTL,Tajikistan,TJK,1677015,1684318,1686069,1683466,1677765,1670341,1661272,1650891,1640328,1630931,1638464,1663971,1692544,1723817,1760410,1798939,1839471,1882004,1926705,1973560,2022462,2073514,2127828,2185007
Urban population,SP.URB.TOTL,Tanzania,TZA,4812552,5058888,5320844,5593962,5872473,6151458,6429421,6707927,6990482,7282693,7589636,7912183,8251249,8679600,9147850,9645918,10176511,10740875,11340651,11974312,12643802,13349200,14092672,14872474
Urban population,SP.URB.TOTL,Thailand,THA,16648901,16922557,17161644,17382558,17608759,17857982,18136075,18436569,18755092,19084071,19570210,20542857,21550273,22574788,23598088,24597920,25565612,26499491,27413306,28329584,29270141,30221660,31176574,32126845
Urban population,SP.URB.TOTL,Timor-Leste,TMP,156625,164792,173355,181945,189516,195302,198772,200258,200992,202812,207105,214518,224653,236544,248612,258637,269085,279907,291106,302682,314665,338033,354247,370973
Urban population,SP.URB.TOTL,Togo,TGO,1082838,1127632,1172693,1218521,1265943,1315555,1367680,1422275,1479367,1538920,1600844,1665207,1732263,1801981,1874350,1949324,2026947,2107299,2190643,2277013,2366836,2460123,2557062,2657191
Urban population,SP.URB.TOTL,Tonga,TON,21606,21672,21730,21788,21853,21933,22031,22142,22264,22400,22543,22696,22857,23027,23201,23377,23559,23759,23967,24165,24347,24511,24659,24814
Urban population,SP.URB.TOTL,Trinidad and Tobago,TTO,104277,107518,110817,114150,117467,120756,123999,127215,130459,133814,136650,134831,133126,131519,129967,128422,126894,125384,123852,122320,120750,119138,117628,116224
Urban population,SP.URB.TOTL,Tunisia,TUN,4725149,4887442,5056754,5225780,5384270,5506534,5623550,5737443,5847592,5961283,6066319,6173498,6280175,6355035,6449008,6528678,6610075,6690590,6775862,6865812,6955444,7055382,7142680,7234732
Urban population,SP.URB.TOTL,Turkey,TUR,31966426,32933561,33778228,34626167,35484118,36355821,37242511,38142687,39055165,39974822,40899792,41878006,42884158,43894444,44906898,45918273,46928062,47935220,48946266,49969206,51012066,52077658,53155097,54228752
Urban population,SP.URB.TOTL,Turkmenistan,TKM,1653351,1697180,1743161,1789137,1832086,1875977,1921229,1961646,1998320,2032899,2066737,2100046,2132731,2165381,2198702,2233763,2270962,2310334,2351864,2395329,2440426,2487305,2535926,2585976
Urban population,SP.URB.TOTL,Turks and Caicos Islands,TCA,8587,9219,9947,10732,11515,12256,12922,13534,14173,14954,15960,17231,18698,20277,21819,23209,24403,25430,26325,27153,27964,28765,29538,30279
Urban population,SP.URB.TOTL,Tuvalu,TUV,3661,3803,3892,3948,4003,4057,4111,4164,4219,4275,4334,4397,4464,4570,4695,4818,4936,5052,5165,5275,5385,5494,5602,5710
Urban population,SP.URB.TOTL,Uganda,UGA,1942159,2058538,2145264,2234309,2325598,2418991,2514548,2612379,2713835,2820231,2932983,3052461,3178850,3350241,3541679,3743138,3955478,4179110,4414711,4663119,4925427,5201913,5493677,5801051
Urban population,SP.URB.TOTL,Ukraine,UKR,34641542,34734234,34854630,34894325,34741407,34487999,34203211,33912723,33630036,33333798,33019123,32707281,32432088,32238838,32075858,31932581,31801166,31694727,31605915,31547432,31506749,31480533,31492204,31512466
Urban population,SP.URB.TOTL,United Arab Emirates,ARE,1428055,1505528,1585421,1667515,1751508,1837603,1939413,2059487,2185672,2309420,2428224,2526198,2613575,2744999,2995380,3412954,4029618,4812900,5668498,6462008,7095534,7530550,7795713,7942434
Urban population,SP.URB.TOTL,United Kingdom,GBR,44733264,44855736,45011752,45154426,45304828,45459651,45610451,45762480,45931122,46119137,46319551,46557334,46930583,47323791,47767769,48269624,48798541,49351705,49913475,50463084,51030310,51600299,52124728,52618579
Urban population,SP.URB.TOTL,United States,USA,187966119,191509147,195199459,198806845,202278113,205718394,209146726,212694273,216206090,219721677,223069137,225792302,228400290,230876596,233532722,236200507,238999326,241795278,244607104,247276259,249849035,252194927,254576668,256940036
